street_name,council_name,landfill_frequency,landfill_next,recycle_frequency,recycle_next,green_frequency,green_next
Long Street,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Lovenear Grove,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Magazine Court,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Magpie Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Magpie Street,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Main Road,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Mason Court,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Maxlyn Avenue,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Macdonald Street,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
McKee Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Montrose Street,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Morton Street,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Otway Street South,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Peake Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Peel Street South,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Porter Street,Bakery Hill,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Pryor Street,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Regan Street,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Richards Street,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Richards Street,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Rodier Street,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Roff Street,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Rogers Court,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Rubicon Street,Redan,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
South Street,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Sebastopol Street,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Skipton Street,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Skipton Street,Redan,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Spencer Street,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Steinfeld Street North,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Steinfeld Street South,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Stocks Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Stuart Court,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Tress Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Tress Street,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Trethowan Street,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Wainwright Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Warrambine Drive,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Wesley Court,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Wilson Street,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Wilson Street,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Woodward Court,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Yarrowee Parade,Redan,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
York Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Young Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Eureka Gardens,Eureka,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Steinfeld Street North,Bakery Hill,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Altieri Place,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Stockade Street,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Canadian Springs Drive,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Deep Lead Close,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Pennyweight Place,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Fossickers Grove,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Whim Place,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Cathie Street,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Beverley Court,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Levy Street,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Brogden Court,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Henfield Close,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Sheehan Court,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Avenwood Close,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Anderson Street East,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Rattray Court,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Cecile Court,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Elsworth Street East,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Butterfly Lane,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Latitude Court,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Steffen Close,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Newhaven Close,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Jenola Court,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Highvista Grove,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Catalina Court,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Cavanagh Court,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Dunn Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
William Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Cherry Court,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Scobie Court,Eureka,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Madelia Court,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Linsdell Court,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Nelmore Court,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Rosie Place,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Nathanael Place,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Cattan Street,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Conrad Court,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Moyle Street,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Grenville Street South,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Navvy Jack Road,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Cowley Court,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Boyd Court,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Sovereign Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Cerberus Lane,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Prest Street,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Darling Street,Redan,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Stork Street,Winter Valley,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Penhall Way,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Colette Court,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Edwards Street,Sebastopol,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Blairs Lane,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Dunlop Street,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Hill Street,Redan,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Kennedy Street,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Julien Lane,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Little Bridge Street,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Peel Street South,Bakery Hill,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Raglan Street South,Redan,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Tregurtha Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Vine Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Brittain Street,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Scentbark Lane,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Velvet Close,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Prest Street,Redan,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Barrys Lane,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Clarke Road,Canadian,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Elm Road,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Hill Street,Mount Pleasant,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Eastwood Street,Ballarat Central,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Main Road,Ballarat East,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Tong Way Place,Golden Point,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Ashwood Gardens,Mitchell Park,weekly,12/10/2023,fortnightly,19/10/2023,fortnightly,12/10/2023
Aster Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ballarat - Carngham Road,Bunkers Hill,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sago Hill Road,Bunkers Hill,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Banksia Road,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Boronia Grove,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Caldwell Street,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cedar Court,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Charles Drive,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Clematis Avenue,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Clover Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Colombard Court,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cypress Avenue,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Daffodil Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Daphne Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Dobsons Lane,Burrumbeet,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Erica Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Finchs Road,Bunkers Hill,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Gillies Street North,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Gleno Court,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Greenhalghs Road,Bunkers Hill,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Grevillea Road,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Madden Road,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Harding Grove,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hazel Road,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hyacinth Grove,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Jean Court,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kelly Street,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Launchley Drive,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Learmonth Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Learmonth Road,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lilac Court,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Magnolia Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Maple Avenue,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Marigold Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
May Court,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
McDonald Drive,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
McNulty Drive,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Mitchell Drive,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Norman Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Olive Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Palm Court,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Paragon Court,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Primrose Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Prospect Drive,Bunkers Hill,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Regina Street,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ring Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ring Road,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Trewin Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Trunk Lead Road,Bunkers Hill,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Tulip Crescent,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Verbena Grove,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sunflower Court,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Violet Grove,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Waltham Drive,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Waratah Grove,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Willow Grove,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Windermere Way,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Winifred Street,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Wyn Close,Bunkers Hill,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Yew Street,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ballarat - Carngham Road ,Lucas,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Finchs Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Highfield Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Wiggins Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Airport Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Remembrance Drive,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Crown and Sceptre Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Dowling Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Blind Creek Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Remembrance Drive,Burrumbeet,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Glue Pot Drive,Windermere,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Bo Peep Road,Burrumbeet,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Little Bo Peep Road,Burrumbeet,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Cuthberts Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Whites Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sunraysia Drive,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lindsays Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lindsays Road,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Howe Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Garlands Road,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sharpes Road,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Dundas Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Clarke Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Douglas Close,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Creswick Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Dundas Place,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
James Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Victoria Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Parker Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lyons Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Burr Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Raglan Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hamlin Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Creek Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Nelson Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Weighbridge Road,Windermere,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Dowling Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Remembrance Drive,Windermere,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Draffins Road,Windermere,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Smarts Hill Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Haddon - Windermere Road,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Smarts Hill Road,Bo Peep,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Morang Crescent,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Giffard Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
McGrath Court,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Grandlee Drive,Wendouree,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Osborne Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lyttle Crescent,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Remembrance Drive,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Powell Avenue,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Citadel Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hopetoun Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Alistair Street,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Macarthur Park Boulevard,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
McKellar Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Pemberton Place,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Debono Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Lowry Crescent,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Oldaker Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Loxton Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
King George Way,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Modestino Place,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Sackville Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Selwyn Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Coventry Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Blind Creek Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Delaney Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Megan Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
McCartneys Road,Mitchell Park,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Kendall Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Malahide Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Baxter Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Hodge Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Pettett Close,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Keating Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Calloway Close,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Waterford Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Orbost Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Waterside Close,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Market Street,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Normlyttle Parade,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Samoth Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Grand Junction Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ochiltree Court,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Greenedge Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Diamond Drive,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Namron Court,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Aspect Parade,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Greenside Place,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Course View Drive,Alfredton,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Carriers Arms Drive,Miners Rest,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Ibis Gardens Court,Cardigan,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
Maxwell Street,Cardigan Village,weekly,16/10/2023,fortnightly,23/10/2023,fortnightly,16/10/2023
